ReactionID,Reaction,UniprotID,EC,ReactionRule
HMR_3688,-1.0 cholesterol-ester-7-tetrade + -1.0 H2O --> 1.0 (7Z)-tetradecenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3689,-1.0 cholesterol-ester-5-tetra + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 physeteric acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3690,-1.0 cholesterol-ester-penta + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 pentadecylic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3691,-1.0 cholesterol-ester-palm + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 palmitate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3692,-1.0 cholesterol-ester-7-hexa + -1.0 H2O --> 1.0 7-palmitoleic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3693,-1.0 cholesterol-ester-palmn + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 palmitolate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3694,-1.0 cholesterol-ester-hepta + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 margaric acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3695,-1.0 cholesterol-ester-10-hepta + -1.0 H2O --> 1.0 (10Z)-heptadecenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3696,-1.0 cholesterol-ester-9-heptade + -1.0 H2O --> 1.0 9-heptadecylenic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3697,-1.0 cholesterol-ester-stea + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 stearate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3698,-1.0 cholesterol-ester-13-octade + -1.0 H2O --> 1.0 (13Z)-octadecenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3699,-1.0 cholesterol-ester-cis-vac + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-vaccenic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3700,-1.0 cholesterol-ester-ol + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 oleate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3701,-1.0 cholesterol-ester-9-octa + -1.0 H2O --> 1.0 cholesterol + 1.0 elaidate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3702,-1.0 cholesterol-ester-7-octade + -1.0 H2O --> 1.0 (7Z)-octadecenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3703,"-1.0 cholesterol-ester-6,9-octa + -1.0 H2O --> 1.0 (6Z,9Z)-octadecadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3704,-1.0 cholesterol-ester-nanode + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 nonadecylic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3705,-1.0 cholesterol-ester-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 eicosanoate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3706,-1.0 cholesterol-ester-13-eicose + -1.0 H2O --> 1.0 (13Z)-eicosenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3707,-1.0 cholesterol-ester-11-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-gondoic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3708,-1.0 cholesterol-ester-9-eicose + -1.0 H2O --> 1.0 9-eicosenoic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3709,"-1.0 cholesterol-ester-8,11-eico + -1.0 H2O --> 1.0 8,11-eicosadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3710,"-1.0 cholesterol-ester-5,8,11-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 mead acid","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3711,-1.0 cholesterol-ester-heneico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 henicosanoic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3712,-1.0 cholesterol-ester-docosa + -1.0 H2O --> 1.0 behenic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3713,-1.0 cholesterol-ester-13-docose + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-erucic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3714,-1.0 cholesterol-ester-11-docose + -1.0 H2O --> 1.0 cholesterol + 1.0 cis-cetoleic acid + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3715,-1.0 cholesterol-ester-trico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 tricosanoic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3716,-1.0 cholesterol-ester-tetraco + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 lignocerate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3717,-1.0 cholesterol-ester-15-tetra + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 nervonic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3718,-1.0 cholesterol-ester-hexacosa + -1.0 H2O --> 1.0 cerotic acid + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3719,-1.0 cholesterol-ester-hexecose + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 ximenic acid,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3720,-1.0 cholesterol-ester-linolen + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 linolenate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3721,"-1.0 cholesterol-ester-6,9,12,15-octa + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 stearidonic acid","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3722,"-1.0 cholesterol-ester-8,11,14,17-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 omega-3-arachidonic acid","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3723,"-1.0 cholesterol-ester-5,8,11,14,17-eico + -1.0 H2O --> 1.0 cholesterol + 1.0 EPA + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3724,"-1.0 cholesterol-ester-7,10,13,16,19-docosa + -1.0 H2O --> 1.0 cholesterol + 1.0 DPA + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3725,"-1.0 cholesterol-ester-9,12,15,18,21-tetra + -1.0 H2O --> 1.0 (9Z,12Z,15Z,18Z,21Z)-TPA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3726,"-1.0 cholesterol-ester-6,9,12,15,18,21-tetra + -1.0 H2O --> 1.0 (6Z,9Z,12Z,15Z,18Z,21Z)-THA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3727,"-1.0 cholesterol-ester-4,7,10,13,16,19-doco + -1.0 H2O --> 1.0 cholesterol + 1.0 DHA + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3728,"-1.0 cholesterol-ester-11,14,17-eico + -1.0 H2O --> 1.0 (11Z,14Z,17Z)-eicosatrienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3729,"-1.0 cholesterol-ester-13,16,19-doco + -1.0 H2O --> 1.0 13,16,19-docosatrienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3730,"-1.0 cholesterol-ester-10,13,16,19-docosa + -1.0 H2O --> 1.0 10,13,16,19-docosatetraenoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3731,"-1.0 cholesterol-ester-12,15,18,21-tetracosa + -1.0 H2O --> 1.0 12,15,18,21-tetracosatetraenoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3732,-1.0 cholesterol-ester-lin + -1.0 H2O --> 1.0 cholesterol + 1.0 H+ + 1.0 linoleate,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3733,-1.0 cholesterol-ester-gamma-lin + -1.0 H2O --> 1.0 cholesterol + 1.0 gamma-linolenate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3734,-1.0 cholesterol-ester-dihomo-gamma + -1.0 H2O --> 1.0 cholesterol + 1.0 dihomo-gamma-linolenate + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3735,-1.0 cholesterol-ester-arach + -1.0 H2O --> 1.0 arachidonate + 1.0 cholesterol + 1.0 H+,"['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3736,"-1.0 cholesterol-ester-7,10,13,16-docosa + -1.0 H2O --> 1.0 adrenic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3737,"-1.0 cholesterol-ester-9,12,15,18-tetraco + -1.0 H2O --> 1.0 (9Z,12Z,15Z,18Z)-TTA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3738,"-1.0 cholesterol-ester-6,9,12,15,18-tetraco + -1.0 H2O --> 1.0 (6Z,9Z,12Z,15Z,18Z)-TPA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3739,"-1.0 cholesterol-ester-4,7,10,13,16-docosa + -1.0 H2O --> 1.0 (4Z,7Z,10Z,13Z,16Z)-DPA + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3740,"-1.0 cholesterol-ester-11,14-eicosa + -1.0 H2O --> 1.0 (11Z,14Z)-eicosadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3741,"-1.0 cholesterol-ester-13,16-docosa + -1.0 H2O --> 1.0 (13Z,16Z)-docosadienoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_3742,"-1.0 cholesterol-ester-10,13,16-docosa + -1.0 H2O --> 1.0 10,13,16-docosatriynoic acid + 1.0 cholesterol + 1.0 H+","['LICH_HUMAN', 'CEL_HUMAN']",3.1.1.13,P38571 or P19835
HMR_0715,-1.0 dihydroceramide pool + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 H2O + 1.0 NADP+ + 1.0 phytoceramide pool,"['DEGS1_HUMAN', 'DEGS2_HUMAN']",1.14.-.-,O or Q6QHC5
HMR_0716,-1.0 H2O + -1.0 phytoceramide pool --> 1.0 phytosphingosine + 1.0 fatty acid pool,"['ACER2_HUMAN', 'ASAH1_HUMAN', 'ACER1_HUMAN', 'ASAH2_HUMAN', 'ACER3_HUMAN']",3.5.1.23,Q9NUN7 or Q13510 or Q or Q5QJU3 or Q9NR71
HMR_0733,-1.0 ceramide pool + -1.0 CoA + -1.0 H+ --> 1.0 sphingosine + 1.0 acyl-CoA pool,"['ASAH1_HUMAN', 'ASAH2_HUMAN', 'ACER2_HUMAN', 'ACER1_HUMAN']",3.5.1.23,Q13510 or Q or Q5QJU3 or Q9NR71
HMR_0735,"-1.0 ceramide pool + -1.0 PC-LD pool --> 1.0 SM pool + 1.0 1,2-diacylglycerol-LD-PC pool","['SMS1_HUMAN', 'SMS2_HUMAN']",2.7.8.27,Q8NHU3 or Q86VZ5
HMR_0736,"-1.0 ceramide pool + -1.0 PC-LD pool --> 1.0 1,2-diacylglycerol-LD-PC pool + 1.0 SM pool","['SMS1_HUMAN', 'SMS2_HUMAN']",2.7.8.27,Q8NHU3 or Q86VZ5
HMR_0738,-1.0 H+ + -1.0 palmitoyl-CoA + -1.0 serine --> 1.0 3-dehydrosphinganine + 1.0 CO2 + 1.0 CoA,"['SPTC3_HUMAN', 'SPTC1_HUMAN', 'SPTC2_HUMAN']",2.3.1.50,O15269 and O15270 and Q9NUV7
HMR_0741,-1.0 3-dehydrosphinganine + -1.0 H+ + -1.0 NADPH --> 1.0 NADP+ + 1.0 sphinganine,['KDSR_HUMAN'],1.1.1.102,Q06136
HMR_0744,-1.0 ATP + -1.0 sphinganine --> 1.0 ADP + 1.0 H+ + 1.0 sphinganine-1-phosphate,"['DBP_HUMAN', 'SPHK2_HUMAN', 'SPHK1_HUMAN']",2.7.1.91,Q9NRA0 or Q10586 or Q9NYA1
HMR_0746,-1.0 H2O + -1.0 sphinganine-1-phosphate --> 1.0 Pi + 1.0 sphinganine,"['LPIN2_HUMAN', 'LPIN3_HUMAN', 'LPIN1_HUMAN', 'PLPP3_HUMAN', 'PLPP2_HUMAN', 'PLPP1_HUMAN']",3.1.3.4,O14494 or Q92539 or Q9BQK8 or Q14693 or O43688 or O14495
HMR_0748,-1.0 ethanolamine-phosphate + -1.0 hexadecanal --> 1.0 sphinganine-1-phosphate,['SGPL1_HUMAN'],4.1.2.27,O95470
HMR_0750,-1.0 sphinganine + -1.0 acyl-CoA pool --> 1.0 CoA + 1.0 dihydroceramide pool + 1.0 H+,"['GDF1_HUMAN', 'CERS6_HUMAN', 'CERS4_HUMAN', 'CERS3_HUMAN', 'CERS2_HUMAN', 'CERS5_HUMAN']",2.3.1.24,Q9HA82 or Q8N5B7 or Q96G23 or Q8IU89 or Q6ZMG9 or P27539
HMR_0753,-1.0 dihydroceramide pool + -1.0 H2O <--> 1.0 sphinganine + 1.0 fatty acid pool,"['ACER2_HUMAN', 'ASAH1_HUMAN', 'ACER1_HUMAN', 'ASAH2_HUMAN', 'ACER3_HUMAN']",3.5.1.23,Q9NUN7 or Q13510 or Q or Q5QJU3 or Q9NR71
HMR_0754,-1.0 dihydroceramide pool + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 ceramide pool + 2.0 H2O + 1.0 NADP+,"['DEGS1_HUMAN', 'DEGS2_HUMAN']",1.14.-.-,O or Q6QHC5
HMR_0758,-1.0 ceramide pool + -1.0 CoA + -1.0 H+ --> 1.0 sphingosine + 1.0 acyl-CoA pool,"['GDF1_HUMAN', 'CERS6_HUMAN', 'CERS4_HUMAN', 'CERS3_HUMAN', 'CERS2_HUMAN', 'CERS5_HUMAN']",2.3.1.24,Q9HA82 or Q8N5B7 or Q96G23 or Q8IU89 or Q6ZMG9 or P27539
HMR_0760,-1.0 ATP + -1.0 ceramide pool --> 1.0 ADP + 1.0 ceramide-1P pool + 1.0 H+,['CERK1_HUMAN'],2.7.1.138,Q8TCT0
HMR_0761,-1.0 ceramide pool + -1.0 UDP-glucose --> 1.0 glucosylceramide pool + 1.0 H+ + 1.0 UDP,['CEGT_HUMAN'],2.4.1.80,Q16739
HMR_0762,-1.0 glucosylceramide pool + -1.0 H2O --> 1.0 ceramide pool + 1.0 glucose,"['GLCM_HUMAN', 'A0A087WTY7_HUMAN', 'GBA2_HUMAN']",3.2.1.45,Q9HCG7 or P04062 or A
HMR_0763,-1.0 CDP-choline + -1.0 ceramide pool <--> 1.0 CMP + 1.0 H+ + 1.0 SM pool,[],2.7.8.3,
HMR_0765,-1.0 glucosylceramide pool + -1.0 UDP-galactose --> 1.0 H+ + 1.0 LacCer pool + 1.0 UDP,"['FUT7_HUMAN', 'B3GT5_HUMAN', 'B4GT1_HUMAN', 'B3GT1_HUMAN', 'OGT1_HUMAN', 'B4GT2_HUMAN', 'PIGZ_HUMAN', 'B3GLT_HUMAN', 'MGT5B_HUMAN', 'B4GN2_HUMAN', 'B4GT6_HUMAN', 'B3GN2_HUMAN', 'B4GN4_HUMAN', 'PGLT1_HUMAN', 'B3GN4_HUMAN', 'MGT4D_HUMAN', 'A4GCT_HUMAN', 'PIGV_HUMAN', 'B3GN9_HUMAN', 'ALG1L_HUMAN', 'B4GT5_HUMAN', 'STT3B_HUMAN', 'B4GN3_HUMAN', 'B3GN7_HUMAN', 'FUT4_HUMAN', 'GL8D2_HUMAN', 'GLTL5_HUMAN', 'UGGG1_HUMAN', 'GL6D1_HUMAN', 'B4GT4_HUMAN', 'B3GN6_HUMAN', 'FUT9_HUMAN', 'PMGT1_HUMAN', 'B3GT2_HUMAN', 'PIGB_HUMAN', 'B3GN8_HUMAN', 'B3GN5_HUMAN', 'B4GT3_HUMAN', 'B3GNL_HUMAN', 'GALT7_HUMAN', 'B3GL2_HUMAN', 'GCNT7_HUMAN', 'PIGM_HUMAN', 'UGGG2_HUMAN', 'FUT11_HUMAN', 'FUT10_HUMAN', 'AG1L2_HUMAN', 'GL8D1_HUMAN', 'GBGT1_HUMAN', 'STT3A_HUMAN', 'B3GN3_HUMAN', 'B4GT7_HUMAN']",2.4.1.-,Q68CQ7 or Q9UBV7 or Q9NUD9 or Q92521 or Q8WZA1 or P15291 or Q9NYU1 or Q7Z4T8 or Q86SF2 or O60909 or Q9UNA3 or Q9UBX8 or Q86VD9 or Q9H1C3 or O60513 or Q6ZNI0 or P46977 or Q9NYU2 or Q6L9W6 or Q or O15294 or Q8N5D6 or Q8NFL0 or O43286 or O60512 or O43825 or Q8NCR0 or Q8NBL1 or Q8TCJ2 or Q8NHY0 or Q3V5L5 or Q9NY97 or Q9Y5Z6 or Q9Y231 or Q6P4F1 or Q67FW5 or Q9C0J1 or Q9BYG0 or Q or Q9Y2A9 or Q11130 or Q76KP1 or Q9Y2C3 or Q6Y288 or Q6GMV1 or P22083 or Q495W5 or Q6ZMB0 or Q or A or Q6UX72 or C
HMR_0766,-1.0 galactose + -1.0 glucosylceramide pool --> 1.0 H2O + 1.0 LacCer pool,"['LPH_HUMAN', 'GLB1L_HUMAN', 'BGAL_HUMAN']",3.2.1.23,P09848 or Q6UWU2 or P16278
HMR_0767,-1.0 ceramide-1P pool + -1.0 H2O --> 1.0 ceramide pool + 1.0 Pi,"['LPIN2_HUMAN', 'PLPR3_HUMAN', 'PLPR2_HUMAN', 'PLPP4_HUMAN', 'PLPP5_HUMAN', 'LPIN3_HUMAN', 'PLPR4_HUMAN', 'LPIN1_HUMAN', 'PLPP3_HUMAN', 'PLPP2_HUMAN', 'PLPP1_HUMAN']",3.1.3.4,O14494 or Q92539 or Q96GM1 or Q7Z2D5 or Q6T4P5 or Q9BQK8 or Q14693 or O43688 or Q8NEB5 or O14495 or Q5VZY2
HMR_0773,-1.0 ATP + -1.0 sphingosine --> 1.0 ADP + 1.0 H+ + 1.0 sphingosine-1-phosphate,"['DBP_HUMAN', 'SPHK2_HUMAN', 'SPHK1_HUMAN']",2.7.1.91,Q9NRA0 or Q10586 or Q9NYA1
HMR_0775,-1.0 H2O + -1.0 sphingosine-1-phosphate --> 1.0 Pi + 1.0 sphingosine,"['LPIN2_HUMAN', 'LPIN3_HUMAN', 'LPIN1_HUMAN', 'PLPP3_HUMAN', 'PLPP2_HUMAN', 'PLPP1_HUMAN']",3.1.3.4,O14494 or Q92539 or Q9BQK8 or Q14693 or O43688 or O14495
HMR_0779,-1.0 sphingosine-1-phosphate --> 1.0 ethanolamine-phosphate + 1.0 hexadecenal,['SGPL1_HUMAN'],4.1.2.27,O95470
HMR_0781,-1.0 H+ + -1.0 hexadecenal + -1.0 NADPH --> 1.0 hexadecanal + 1.0 NADP+,[],1.3.1.27,
HMR_0783,-1.0 H2O + -1.0 sphingosine-1-phosphate --> 1.0 Pi + 1.0 sphingosine,"['PLPP3_HUMAN', 'PLPP2_HUMAN', 'PLPP1_HUMAN']",3.1.3.4,O14494 or O43688 or O14495
HMR_0795,-1.0 H2O + -1.0 SM pool --> 1.0 ceramide pool + 1.0 H+ + 1.0 phosphocholine,"['ENPP7_HUMAN', 'NSMA3_HUMAN', 'ASM_HUMAN', 'NSMA2_HUMAN', 'NSMA_HUMAN']",3.1.4.12,Q9NY59 or O60906 or Q9NXE4 or P17405 or Q6UWV6
HMR_8147,-1.0 glucosylceramide pool + -1.0 UDP-galactose --> 1.0 H+ + 1.0 LacCer pool + 1.0 UDP,['B3GN3_HUMAN'],2.4.1.-,Q9Y2A9
HMR_8148,-1.0 LacCer pool + -1.0 UDP-galactose --> 1.0 globotriaosylceramide + 1.0 H+ + 1.0 UDP,['A4GAT_HUMAN'],2.4.1.228,Q9NPC4
HMR_8149,-1.0 globotriaosylceramide + -1.0 UDP-N-acetyl-D-galactosamine --> 1.0 globoside + 1.0 H+ + 1.0 UDP,['B3GL1_HUMAN'],2.4.1.79,O75752
HMR_8150,-1.0 globoside + -1.0 UDP-galactose --> 1.0 galactosylgloboside + 1.0 H+ + 1.0 UDP,['B3GT5_HUMAN'],2.4.1.-,Q9Y2C3
HMR_8151,-1.0 galactosylgloboside + -1.0 UDP-N-acetylglucosamine --> 1.0 glcnac-gal-globoside + 1.0 H+ + 1.0 UDP,['B3GN3_HUMAN'],2.4.1.-,Q9Y2A9
HMR_8152,-1.0 glcnac-gal-globoside + -1.0 UDP-galactose --> 1.0 gal-glcnac-gal-globoside + 1.0 H+ + 1.0 UDP,['B3GN3_HUMAN'],2.4.1.-,Q9Y2A9
HMR_8155,-1.0 CMP-N-acetylneuraminate + -1.0 galactosylgloboside --> 1.0 CMP + 1.0 H+ + 1.0 sialyl-galactosylgloboside,"['SIA4B_HUMAN', 'SIA4A_HUMAN', 'SIA4C_HUMAN']",2.4.99.4,Q11201 or Q11206 or Q16842
HMR_8156,"-1.0 CMP-N-acetylneuraminate + -1.0 sialyl-galactosylgloboside --> 1.0 CMP + 1.0 H+ + 1.0 sialyl(1,3)-sialyl(2,6)-galactosylgloboside",['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8159,"-1.0 CMP-N-acetylneuraminate + -1.0 sialyl-galactosylgloboside --> 1.0 CMP + 1.0 H+ + 1.0 sialyl(2,3)-sialyl(2,6)-galactosylgloboside",['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8162,-1.0 CMP-N-acetylneuraminate + -1.0 sialyl-galactosylgloboside --> 1.0 CMP + 1.0 disialylgalactosylgloboside + 1.0 H+,['SIA8A_HUMAN'],2.4.99.8,Q92185
HMR_8165,-1.0 LacCer pool + -1.0 UDP-N-acetyl-D-galactosamine --> 1.0 GA2 + 1.0 H+ + 1.0 UDP,['B4GN1_HUMAN'],2.4.1.92,Q00973
HMR_8166,-1.0 GA2 + -1.0 UDP-galactose --> 1.0 GA1 + 1.0 H+ + 1.0 UDP,['B3GT4_HUMAN'],2.4.1.62,O
HMR_8167,-1.0 CMP-N-acetylneuraminate + -1.0 GA1 --> 1.0 CMP + 1.0 GM1b + 1.0 H+,"['SIA4B_HUMAN', 'SIA4A_HUMAN', 'SIA4C_HUMAN']",2.4.99.4,Q11201 or Q11206 or Q16842
HMR_8168,-1.0 CMP-N-acetylneuraminate + -1.0 GM1b --> 1.0 CMP + 1.0 GD1alpha + 1.0 H+,"['SIA7C_HUMAN', 'SIA7E_HUMAN', 'SIA7D_HUMAN', 'SIA7F_HUMAN']","['2.4.99.-', '2.4.99.7']",Q9BVH7 or Q9H4F1 or Q969X2 or Q8NDV1
HMR_8169,-1.0 CMP-N-acetylneuraminate + -1.0 GD1alpha --> 1.0 CMP + 1.0 GT1aalpha + 1.0 H+,['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8170,-1.0 CMP-N-acetylneuraminate + -1.0 GT1aalpha --> 1.0 CMP + 1.0 GQ1balpha + 1.0 H+,['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8171,-1.0 CMP-N-acetylneuraminate + -1.0 GM1b --> 1.0 CMP + 1.0 GD1c + 1.0 H+,['SIA8E_HUMAN'],2.4.99.-,O15466
HMR_8172,-1.0 CMP-N-acetylneuraminate + -1.0 GA2 --> 1.0 CMP + 1.0 GM2alpha + 1.0 H+,['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8173,-1.0 GM2alpha + -1.0 UDP-galactose --> 1.0 GM1alpha + 1.0 H+ + 1.0 UDP,['B3GN3_HUMAN'],2.4.1.-,Q9Y2A9
HMR_8174,-1.0 CMP-N-acetylneuraminate + -1.0 GM1alpha --> 1.0 CMP + 1.0 GD1beta + 1.0 H+,['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8175,-1.0 CMP-N-acetylneuraminate + -1.0 GD1a --> 1.0 CMP + 1.0 GT1aalpha + 1.0 H+,['SIA7F_HUMAN'],2.4.99.-,Q969X2
HMR_8176,-1.0 CMP-N-acetylneuraminate + -1.0 GT1c --> 1.0 CMP + 1.0 GQ1c + 1.0 H+,['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8177,-1.0 CMP-N-acetylneuraminate + -1.0 GQ1c --> 1.0 CMP + 1.0 GP1c + 1.0 H+,['SIA7B_HUMAN'],2.4.99.-,Q9UJ37
HMR_8178,-1.0 CMP-N-acetylneuraminate + -1.0 GT1b --> 1.0 CMP + 1.0 GQ1balpha + 1.0 H+,['SIA7F_HUMAN'],2.4.99.-,Q969X2
HMR_8179,-1.0 CMP-N-acetylneuraminate + -1.0 GM3 --> 1.0 CMP + 1.0 GD3 + 1.0 H+,['SIA8A_HUMAN'],NA,Q92185
HMR_8180,-1.0 CMP-N-acetylneuraminate + -1.0 GD3 --> 1.0 CMP + 1.0 GT3 + 1.0 H+,['SIA8E_HUMAN'],2.4.99.-,O15466
